Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,predicted_emojis,predicted_sentence,gender_logits,sentiment_logits,emotion_logits,age_logits,stance_logits,real_emojis
4499,2268,15fc02557607c70a0b45172f73f5e0c8,This yellow storm warning best do one come 2pm tmo 👕💙 #AllianzLeagues #UpTheDubs,80,8,This yellow storm warning best do one come 2pm tmo  #AllianzLeagues #UpTheDubs,male,neutral,surprise,teen,none,False,⛈️🏈🔴,This yellow storm warning best do one come 2pm tmo  #AllianzLeagues #UpTheDubs ⛈️🏈🔴,male,neutral,surprise,teen,none,👕💙
4500,501,6ebc199052c3ea317603da5587012b79,you're class wae that photoshop ya cunt 😂😂,42,8,you're class wae that photoshop ya cunt ,male,negative,happiness,teen,none,True,🤣📸👀,you're class wae that photoshop ya cunt  🤣📸👀,male,neutral,happiness,teen,none,😂😂
4501,19750,fe820160443ac7c41d9cf9d8dcf72a,come snuggle with a thug though 😂,33,8,come snuggle with a thug though ,male,positive,happiness,teen,none,True,🤗👊😘,come snuggle with a thug though  🤗👊😘,male,positive,happiness,teen,none,😂
4502,8323,414838fe6c4d2d03ba30f2f901c1152e,That'll do lads.  one step closer to  and  🙏🏻😉 #EmiratesFACup #LUFC #CAMLEE 💙⚽💛 #MOT,84,8,That'll do lads.  one step closer to  and   #EmiratesFACup #LUFC #CAMLEE  #MOT,male,positive,happiness,adult,none,False,🏆👏💪,That'll do lads.  one step closer to  and   #EmiratesFACup #LUFC #CAMLEE  #MOT 🏆👏💪,male,positive,happiness,adult,none,🙏🏻😉💙⚽💛
4503,12136,2f6ddc257bccd02cf4098dc73df1827,Cmon guys lets not take everything so seriously. 😮,50,8,Cmon guys lets not take everything so seriously. ,male,neutral,surprise,teen,none,True,😂🤷‍♂️💆,Cmon guys lets not take everything so seriously.  😂🤷‍♂️💆,male,positive,happiness,teen,none,😮
4504,8847,4a3b40beadc42b784e105e4d7ee10a8d,"Cardiff Blues &amp; Ospreys avoiding each other in the Challenge Cup would be better for Welsh rugby

But it would make a belting 1/4 final 👊",141,8,"Cardiff Blues &amp; Ospreys avoiding each other in the Challenge Cup would be better for Welsh rugby

But it would make a belting 1/4 final ",male,positive,happiness,adult,none,True,🏉👊😬,"Cardiff Blues &amp; Ospreys avoiding each other in the Challenge Cup would be better for Welsh rugby

But it would make a belting 1/4 final  🏉👊😬",male,neutral,surprise,adult,none,👊
4505,9360,410b9726667b52312cd4d979287ea566,My attempt at staying prepared on the set of #getprepped 🎥🎬 #markit #cameraassistant…,85,8,My attempt at staying prepared on the set of #getprepped  #markit #cameraassistant…,male,neutral,happiness,adult,none,False,📸📝🎬,My attempt at staying prepared on the set of #getprepped  #markit #cameraassistant… 📸📝🎬,female,neutral,happiness,adult,none,🎥🎬
4506,9174,b3c5d30d67720447406bd45322423507,"Who won tickets at  for  ?
💁🏼‍♂️
 are you ready ?",49,8,"Who won tickets at  for  ?

 are you ready ?",male,neutral,happiness,teen,none,False,🎉🎟️😍,"Who won tickets at  for  ?

 are you ready ? 🎉🎟️😍",female,positive,happiness,teen,none,💁🏼♂
4507,4870,cdc877af1ce61318090f6a950206e9cd,This is the judicious - and right - thing to do. Something similar must occur here as well 🇨🇦#ACMPR #cannabis,109,8,This is the judicious - and right - thing to do. Something similar must occur here as well #ACMPR #cannabis,male,positive,happiness,adult,favor,False,👍💡🌿,This is the judicious - and right - thing to do. Something similar must occur here as well #ACMPR #cannabis 👍💡🌿,female,positive,happiness,adult,favor,🇨🇦
4508,17408,5a58b6a00a3376f6b6e940426b746ab9,So easy to tell from the people who are jealous from the people who are just general cunts 😂😂,93,8,So easy to tell from the people who are jealous from the people who are just general cunts ,male,negative,happiness,teen,none,False,🙄💁‍♀️😒,So easy to tell from the people who are jealous from the people who are just general cunts  🙄💁‍♀️😒,female,negative,anger,teen,none,😂😂
4509,9996,2cda615b594fe7a0e864ce9d950ea863,Boys will be boys! 💯👌👊💪,23,8,Boys will be boys! ,male,positive,happiness,teen,favor,False,🤪👦😜,Boys will be boys!  🤪👦😜,male,positive,happiness,teen,none,💯👌👊💪
4510,16580,90318b9d84a52364ad4792f7115c2938,just informing Liverpool fans on plane here about Rooney goal before take off. It's my duty 😂,93,8,just informing Liverpool fans on plane here about Rooney goal before take off. It's my duty ,male,positive,happiness,teen,none,True,🚨📱😏,just informing Liverpool fans on plane here about Rooney goal before take off. It's my duty  🚨📱😏,male,neutral,happiness,adult,none,😂
4511,14621,270141e83ddc46beee21078d34533385,⚡ Russian firefighters rescue hundreds of pigs from a barn fire,63,8, Russian firefighters rescue hundreds of pigs from a barn fire,male,positive,happiness,adult,none,False,🐖🚒🔥, Russian firefighters rescue hundreds of pigs from a barn fire 🐖🚒🔥,female,positive,happiness,teen,none,⚡
4512,8208,57aa18cebe926480c6f63695018bee64,Let's paint the town red⚽️❤️ UNITED!! @ Old Trafford Manchester United Football Club,84,8,Let's paint the town red UNITED!! @ Old Trafford Manchester United Football Club,male,positive,happiness,teen,favor,False,🔴⚽️🏟️,Let's paint the town red UNITED!! @ Old Trafford Manchester United Football Club 🔴⚽️🏟️,male,positive,happiness,teen,favor,⚽❤
4513,14365,f4958f7f7c070dda81f9f2a9696ad28b,All the lads  ❤️,16,8,All the lads  ,male,positive,happiness,teen,none,False,👦🏻👫🔥,All the lads   👦🏻👫🔥,male,positive,happiness,teen,none,❤
4514,19561,892869497d488e8cd53acb6a93db0341,I miss modchips 😢,17,8,I miss modchips ,male,negative,sadness,adult,none,False,🎮💻😢,I miss modchips  🎮💻😢,male,negative,sadness,teen,none,😢
4515,19518,4cc5b0eed1f0ffd5fac829740e0f1e97,Sir i think its high time we start arming the US rebels to give the power back to the people in line with US policy overseas.😁,126,8,Sir i think its high time we start arming the US rebels to give the power back to the people in line with US policy overseas.,male,neutral,happiness,adult,favor,False,🔫🇺🇸💪,Sir i think its high time we start arming the US rebels to give the power back to the people in line with US policy overseas. 🔫🇺🇸💪,male,positive,anger,adult,favor,😁
4516,6593,aa077fe293e8957c388136cd83bfee2b,⚡️ “What you need to know Friday”,33,8, “What you need to know Friday”,male,neutral,surprise,adult,none,False,📰📅👀, “What you need to know Friday” 📰📅👀,female,neutral,surprise,teen,none,⚡
4517,8464,88b516f14f520d7b5ce55286b89231c8,"Spurs fans singing ""Chelsea rent boys we're coming for you"" Alright lads whatever you's are into 👀",98,8,"Spurs fans singing ""Chelsea rent boys we're coming for you"" Alright lads whatever you's are into ",male,neutral,surprise,teen,none,False,🏟️👊😂,"Spurs fans singing ""Chelsea rent boys we're coming for you"" Alright lads whatever you's are into  🏟️👊😂",male,neutral,happiness,teen,none,👀
4518,11870,2e5fe9612f1ef70d44102b241008b175,you're off your rocker 😂😂 bro I couldn't make it out in the end. 1-0 Bordeaux 😭,79,8,you're off your rocker  bro I couldn't make it out in the end. 1-0 Bordeaux ,male,negative,sadness,teen,none,False,🤯🏟️😒,you're off your rocker  bro I couldn't make it out in the end. 1-0 Bordeaux  🤯🏟️😒,male,negative,disgust,teen,none,😂😂😭
4519,229,6a66052c3985e8f4c29aed0b34d46c2,Finally! the footy season is back! 😀 #epl,41,8,Finally! the footy season is back!  #epl,male,positive,happiness,teen,favor,False,⚽️🏆😍,Finally! the footy season is back!  #epl ⚽️🏆😍,male,positive,happiness,teen,favor,😀
4520,7017,2e22aae8dcceefb52779421ac85bd214,"Neil just asked if, since it's a Take That musical, do they have to pick some shit singers 😂",92,8,"Neil just asked if, since it's a Take That musical, do they have to pick some shit singers ",male,negative,happiness,teen,none,False,🤣🎤👎,"Neil just asked if, since it's a Take That musical, do they have to pick some shit singers  🤣🎤👎",male,negative,happiness,teen,against,😂
4521,19035,85885bc9a859a5b41a1d7647916811d1,Super coverage guys 👊🏼,22,8,Super coverage guys ,male,positive,happiness,teen,none,False,👏💪📺,Super coverage guys  👏💪📺,male,positive,happiness,teen,none,👊🏼
4522,7052,d8942fe6ecbeb6f361d272a61fe1e007,yo dude!!!!! Yeah feeling optimistic... especially since their embarrassing lost to Southampton + we are on form 🤜🏼🤛🏼,117,8,yo dude!!!!! Yeah feeling optimistic... especially since their embarrassing lost to Southampton + we are on form ,male,positive,happiness,teen,favor,False,🤩🏆😂,yo dude!!!!! Yeah feeling optimistic... especially since their embarrassing lost to Southampton + we are on form  🤩🏆😂,male,positive,happiness,teen,favor,🤜🏼🤛🏼
4523,16892,b1db397945143df1b3195f4e2d82e17a,"here's to getting this far and even further than this... I'm so proud of you dude, keep doing you! 🙌🏻🍻🎸",103,8,"here's to getting this far and even further than this... I'm so proud of you dude, keep doing you! ",male,positive,happiness,teen,none,False,🎉👏💪,"here's to getting this far and even further than this... I'm so proud of you dude, keep doing you!  🎉👏💪",male,positive,happiness,teen,favor,🙌🏻🍻🎸
4524,15792,409c68497036304da210330d318d6ede,UNITED States of America 🇺🇸 #TeamUSA #AllOne,44,8,UNITED States of America  #TeamUSA #AllOne,male,neutral,happiness,adult,none,False,🇺🇸👫💪,UNITED States of America  #TeamUSA #AllOne 🇺🇸👫💪,female,positive,happiness,teen,none,🇺🇸
4525,13252,13d22860ab6231c0e21973830d682292,"I'd have no chance with Molly; you have 4 chances! Also, I saw Llamau on the BBC today on The Newport County players' shirts 😀",126,8,"I'd have no chance with Molly; you have 4 chances! Also, I saw Llamau on the BBC today on The Newport County players' shirts ",male,positive,happiness,teen,none,False,😂🐧📺,"I'd have no chance with Molly; you have 4 chances! Also, I saw Llamau on the BBC today on The Newport County players' shirts  😂🐧📺",male,positive,happiness,teen,none,😀
4526,241,a7257678e00d456ac53471feb214dd0f,"🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆

This is how many Grand Slam titles Roger #Federer has!

#AusOpen #FedererNadal 🎾🇨🇭🎾🇨🇭🎾🇨🇭",108,8,"

This is how many Grand Slam titles Roger #Federer has!

#AusOpen #FedererNadal ",male,positive,happiness,teen,none,False,🏆🎾👑,"

This is how many Grand Slam titles Roger #Federer has!

#AusOpen #FedererNadal  🏆🎾👑",male,positive,happiness,adult,none,🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🎾🇨🇭🎾🇨🇭🎾🇨🇭
4527,11434,17b52c6bae032437a02deaa38bcc5f4,hahah I was pretty lucky I didn't pull any muscles and didn't get eaten by that dog. 🤙🤙,87,8,hahah I was pretty lucky I didn't pull any muscles and didn't get eaten by that dog. ,male,positive,happiness,teen,none,False,😂🐕💪,hahah I was pretty lucky I didn't pull any muscles and didn't get eaten by that dog.  😂🐕💪,female,positive,happiness,teen,none,🤙🤙
4528,972,a7ddfe2931c44368e23082695c13f560,I'm doin reception for A spray paint company. Now I can huff on me lunch breaks 😎,81,8,I'm doin reception for A spray paint company. Now I can huff on me lunch breaks ,male,positive,happiness,teen,none,False,🤯🎨😂,I'm doin reception for A spray paint company. Now I can huff on me lunch breaks  🤯🎨😂,male,positive,happiness,teen,none,😎
4529,9294,8f7476898643e9c976c99e7f53b6fcb2,My weekends only consist of 1 day to myself and that's a Sunday 🤕 how fucking pish is that,90,8,My weekends only consist of 1 day to myself and that's a Sunday  how fucking pish is that,male,negative,sadness,adult,none,True,😒🤯😩,My weekends only consist of 1 day to myself and that's a Sunday  how fucking pish is that 😒🤯😩,female,negative,sadness,teen,none,🤕
4530,5157,17db658f9f4d9d76af0330ce229deab3,Jeez couldn't imagine my life without rugby 😕,45,8,Jeez couldn't imagine my life without rugby ,male,negative,sadness,teen,favor,False,🏉💪😍,Jeez couldn't imagine my life without rugby  🏉💪😍,female,positive,happiness,teen,favor,😕
4531,18501,2f308609c27b8f0577c2246e476ae150,.....more coverage than Verizon❗🙌👍,34,8,.....more coverage than Verizon,male,positive,happiness,teen,favor,False,📱📺👍,.....more coverage than Verizon 📱📺👍,male,positive,happiness,teen,favor,❗🙌👍
4532,18439,6adf644596c4219e7f8f8de1065abe13,my first Cardiff match was first match at the CCS vs Celtic so nice one mate.😂👍👍,80,8,my first Cardiff match was first match at the CCS vs Celtic so nice one mate.,male,positive,happiness,teen,none,True,⚽️🏴󠁧󠁢󠁷󠁬󠁳󠁿👍,my first Cardiff match was first match at the CCS vs Celtic so nice one mate. ⚽️🏴󠁧󠁢󠁷󠁬󠁳󠁿👍,male,positive,happiness,teen,none,😂👍👍
4533,11994,d63f26dac366fbb195e37b7f181133df,Losing is bad but when it lets down your 8 team acca for €2300 thats worse 😞 #lufc #MOT,87,8,Losing is bad but when it lets down your 8 team acca for €2300 thats worse  #lufc #MOT,male,negative,sadness,adult,none,False,😡💸😤,Losing is bad but when it lets down your 8 team acca for €2300 thats worse  #lufc #MOT 😡💸😤,male,negative,anger,adult,none,😞
4534,4159,9f902fa517164ac3a443d84f01c18174,was out last night going to hold off until tomorrow👍 lion tomorrow?,67,8,was out last night going to hold off until tomorrow lion tomorrow?,male,positive,happiness,teen,none,False,🦁🍺😴,was out last night going to hold off until tomorrow lion tomorrow? 🦁🍺😴,male,neutral,sadness,teen,none,👍
4535,18118,ac4d24d71b2fb3f4ae37c898743e48a0,"Almost been with Becs 4 months already, I'm Defo nat some wee soppy cunt but I don't know what I'd do without her👏🏽",115,8,"Almost been with Becs 4 months already, I'm Defo nat some wee soppy cunt but I don't know what I'd do without her",male,positive,happiness,teen,favor,False,❤️😊👫,"Almost been with Becs 4 months already, I'm Defo nat some wee soppy cunt but I don't know what I'd do without her ❤️😊👫",male,positive,happiness,teen,favor,👏🏽
4536,2111,ef2b00a43a4971a95982771cff368a59,Road sodas? Really?!? 🍺🍺🍺,25,8,Road sodas? Really?!? ,male,negative,surprise,teen,none,True,😂🚫🥤,Road sodas? Really?!?  😂🚫🥤,female,negative,surprise,teen,against,🍺🍺🍺
4537,10420,8f9f3ecd854e14f37cb848acff7efb2b,yellow carded on the train earlier. Bless the oirish postal code system 😂,73,8,yellow carded on the train earlier. Bless the oirish postal code system ,male,neutral,happiness,teen,none,False,🚂📦😒,yellow carded on the train earlier. Bless the oirish postal code system  🚂📦😒,female,negative,sadness,teen,none,😂
4538,6512,e951a6cfd36f619c29a40d4cc324753,Patriots all the way yeah 😄🏈👌👍,30,8,Patriots all the way yeah ,male,positive,happiness,teen,favor,False,🏈🔴⚪️,Patriots all the way yeah  🏈🔴⚪️,male,positive,happiness,teen,favor,😄🏈👌👍
4539,13321,21df7218748da6740f586a6da45b15e4,"Nothing a little bailing wire, vice grips, bungee cords and duct tape can't fix. 😉",82,8,"Nothing a little bailing wire, vice grips, bungee cords and duct tape can't fix. ",male,positive,happiness,adult,none,True,🔧💪🔩,"Nothing a little bailing wire, vice grips, bungee cords and duct tape can't fix.  🔧💪🔩",male,positive,happiness,adult,none,😉
4540,5393,2e1f99fde765e57d9e6a620faae4c60,Come on  ⚽️⚽️⚽️⚽️ #CHEMUN,25,8,Come on   #CHEMUN,male,positive,happiness,teen,none,False,⚽️💪🔥,Come on   #CHEMUN ⚽️💪🔥,male,positive,happiness,teen,none,⚽⚽⚽⚽
4541,943,e1dc65b170227d34e12dc95a94f1d171,I'd say going for pints with Jericho and Kevin Owens would be great craic altogether 🍺 #RoyalRumble,99,7,I'd say going for pints with Jericho and Kevin Owens would be great craic altogether  #RoyalRumble,male,positive,happiness,adult,none,False,🍺🤼‍♂️👊,I'd say going for pints with Jericho and Kevin Owens would be great craic altogether  #RoyalRumble 🍺🤼‍♂️👊,male,positive,happiness,adult,none,🍺
4542,14100,719d7dad1dc38fb9847a4f6e15743dc8,#Singstreet &amp; #TheLobster 😎,31,8,#Singstreet &amp; #TheLobster ,male,positive,happiness,teen,none,True,🎤🦐💔,#Singstreet &amp; #TheLobster  🎤🦐💔,female,neutral,sadness,teen,none,😎
4543,15884,826b5fc2c1d9155d1f8c67a4278d1c46,to win now👏,11,8,to win now,male,positive,happiness,teen,none,False,🏆💪🔥,to win now 🏆💪🔥,male,positive,happiness,teen,none,👏
4544,6210,1bea4a83ee50e3284e37304c0d07322c,right back atcha man 👉🏼,23,8,right back atcha man ,male,neutral,happiness,teen,none,False,👊🤜👍,right back atcha man  👊🤜👍,male,positive,happiness,teen,none,👉🏼
4545,20277,ff514839fd979502153e00b4853c98c8,First week complete. ✔️💪🏻,25,8,First week complete. ,male,positive,happiness,teen,none,False,🎉📚👍,First week complete.  🎉📚👍,female,positive,happiness,teen,none,✔💪🏻
4546,19865,5d3efd07fa5b50e0fa037f5d54243d8f,Good morning London 🇬🇧🌄 Sunrise on the Thames #canarywharf #isleofdogs #SE16 #london #inst…,91,8,Good morning London  Sunrise on the Thames #canarywharf #isleofdogs #SE16 #london #inst…,male,positive,happiness,adult,none,False,☀️🌊🇬🇧,Good morning London  Sunrise on the Thames #canarywharf #isleofdogs #SE16 #london #inst… ☀️🌊🇬🇧,female,positive,happiness,adult,none,🇬🇧🌄
4547,17269,30955301b953e50b72e3370333e52414,Grit &amp; soul in that fight. Brilliant to watch. Well deserved FOTN. Thank u both 🙌🏼 #UFConFox,96,4,Grit &amp; soul in that fight. Brilliant to watch. Well deserved FOTN. Thank u both  #UFConFox,male,positive,happiness,adult,favor,False,🥊💪👏,Grit &amp; soul in that fight. Brilliant to watch. Well deserved FOTN. Thank u both  #UFConFox 🥊💪👏,male,positive,happiness,adult,favor,🙌🏼
4548,7554,c59b2c37fa4dc1aef5601f3c5cd4dff5,Put 💰 down in a  double up game #BringHomeTheBacon,50,8,Put  down in a  double up game #BringHomeTheBacon,male,positive,happiness,teen,none,False,🏀💪🐖,Put  down in a  double up game #BringHomeTheBacon 🏀💪🐖,male,positive,happiness,teen,none,💰
4549,1486,c4f781b7a9bd921a67bdd151b38167cb,And so it begins #wedontlikecricketweloveit 👍,45,8,And so it begins #wedontlikecricketweloveit ,male,positive,happiness,teen,favor,False,🏏❤️🔥,And so it begins #wedontlikecricketweloveit  🏏❤️🔥,female,positive,happiness,teen,favor,👍
4550,3197,116651423c0b022c08ba581620bd0fc0,Gwan the #Modus and  #ITVRacing 🤠,33,8,Gwan the #Modus and  #ITVRacing ,male,positive,happiness,teen,favor,True,🏎️👊💻,Gwan the #Modus and  #ITVRacing  🏎️👊💻,male,positive,happiness,teen,favor,🤠
4551,5178,17db658f9f4d9d76af0330ce229deab3,no probs will try an get down one weekend 🏉👍,44,8,no probs will try an get down one weekend ,male,positive,happiness,teen,none,False,👍🚗👌,no probs will try an get down one weekend  👍🚗👌,male,positive,happiness,teen,none,🏉👍
4552,12931,e4fcb6fea3d73f6e53dcb079edf017f,Harry Wilson on 😎 #LFC #Wales,29,8,Harry Wilson on  #LFC #Wales,male,neutral,happiness,teen,none,True,⚽️🏴󠁧󠁢󠁷󠁬󠁳󠁿🔴,Harry Wilson on  #LFC #Wales ⚽️🏴󠁧󠁢󠁷󠁬󠁳󠁿🔴,male,neutral,happiness,teen,none,😎
4553,20801,fb642c05bdc28f580bb4439335243772,no if and buts 😂😂Hang NS high bus...,36,8,no if and buts Hang NS high bus...,male,neutral,happiness,teen,none,True,🚌🚫😒,no if and buts Hang NS high bus... 🚌🚫😒,female,negative,anger,teen,against,😂😂
4554,18490,2f308609c27b8f0577c2246e476ae150,...#COMON MAN..... football terms.....BUTT KICKED❗😄👊,52,8,...#COMON MAN..... football terms.....BUTT KICKED,male,positive,happiness,teen,none,False,🏈😳💥,...#COMON MAN..... football terms.....BUTT KICKED 🏈😳💥,male,negative,surprise,teen,none,❗😄👊
4555,9451,9e442afc27ed688fa33f6826da91c235,#thief   drops Friday 12 a.m EST~song and video!🔥🔥🔥,51,8,#thief   drops Friday 12 a.m EST~song and video!,male,positive,happiness,teen,none,False,🕰️🎶👊,#thief   drops Friday 12 a.m EST~song and video! 🕰️🎶👊,female,positive,happiness,teen,none,🔥🔥🔥
4556,8789,ab043279ce6b8df80f197cabfa60dfd7,My man  of boar_and_blade WGN shutting it down 💯 with this…,59,8,My man  of boar_and_blade WGN shutting it down  with this…,male,positive,happiness,teen,none,True,🔥💪👊,My man  of boar_and_blade WGN shutting it down  with this… 🔥💪👊,male,positive,happiness,teen,favor,💯
4557,17051,c86310b8fd00833f2812a8a02ee2ebac,that dude is amazing 🙌🏽,23,8,that dude is amazing ,male,positive,happiness,teen,favor,False,🤩👏💪,that dude is amazing  🤩👏💪,male,positive,happiness,teen,favor,🙌🏽
4558,5310,53966501098a3710cd871b4fa6745bb9,iBoy | Official Trailer [HD] | Netflix ooooooo 😮,48,8,iBoy | Official Trailer [HD] | Netflix ooooooo ,male,positive,surprise,teen,none,False,📺🤖💻,iBoy | Official Trailer [HD] | Netflix ooooooo  📺🤖💻,male,neutral,happiness,teen,none,😮
4559,18186,35c5c986726d672eba5befb08ab1ed8d,Strolling Chinatown 🇸🇬🚶🏽#singapore #chinatown #sunny #mercedes #lantern #boys #travel #sundays…,95,8,Strolling Chinatown #singapore #chinatown #sunny #mercedes #lantern #boys #travel #sundays…,male,neutral,happiness,teen,none,False,🏮🚗🌞,Strolling Chinatown #singapore #chinatown #sunny #mercedes #lantern #boys #travel #sundays… 🏮🚗🌞,male,neutral,happiness,teen,none,🇸🇬🚶🏽
4560,7599,38852ed4261ed7fd10c4eb853467616c,That Big brother Gaf is bleeding mad 😂😂😂😂,41,8,That Big brother Gaf is bleeding mad ,male,positive,happiness,teen,none,True,🤯👊😡,That Big brother Gaf is bleeding mad  🤯👊😡,male,negative,anger,teen,against,😂😂😂😂
4561,11071,923358e542d1356339a6295b114a9433,yeah bro! Already seen that!  Good on him ⚽️⚽️⚽️,48,8,yeah bro! Already seen that!  Good on him ,male,positive,happiness,teen,favor,True,👍👊😎,yeah bro! Already seen that!  Good on him  👍👊😎,male,positive,happiness,teen,favor,⚽⚽⚽
4562,9797,17869472c3c23b1bddb60c4b11a9aa79,Some hang time that from ronaldo 😳,34,8,Some hang time that from ronaldo ,male,positive,surprise,teen,none,True,⚽️🤩👑,Some hang time that from ronaldo  ⚽️🤩👑,male,positive,happiness,teen,favor,😳
4563,9050,899575bd00f6bd431b6676e0b28c8e7d,": nope, she'a 2 ""L"" Hillary, I'm a one ""L"" 😀",44,8,": nope, she'a 2 ""L"" Hillary, I'm a one ""L"" ",male,positive,happiness,teen,none,False,🙅‍♂️👋💁,": nope, she'a 2 ""L"" Hillary, I'm a one ""L""  🙅‍♂️👋💁",male,negative,disgust,teen,against,😀
4564,14251,ad139b68434c653a504dd33382af3354,"Matty Ryan, Straight ice in his veins right now! ❄️️",52,8,"Matty Ryan, Straight ice in his veins right now! ",male,positive,happiness,teen,favor,False,❄️💧😎,"Matty Ryan, Straight ice in his veins right now!  ❄️💧😎",male,positive,happiness,teen,favor,❄
4565,11065,923358e542d1356339a6295b114a9433,Good win the lads 🇳🇿⚽️,22,8,Good win the lads ,male,positive,happiness,teen,favor,False,🏆👏💪,Good win the lads  🏆👏💪,male,positive,happiness,teen,favor,🇳🇿⚽
4566,20358,f38403d5af49a679bae3bc61939de500,UA1722 - but the captain made up the lost time 👍🏻,49,8,UA1722 - but the captain made up the lost time ,male,positive,happiness,adult,favor,False,🛬🕒️💨,UA1722 - but the captain made up the lost time  🛬🕒️💨,male,positive,happiness,teen,favor,👍🏻
4567,10762,c09e7c3c110b03f4511f803fea23c5cc,thanks for the birthday present lads 👍,38,8,thanks for the birthday present lads ,male,positive,happiness,teen,none,False,🎁🎉👍,thanks for the birthday present lads  🎁🎉👍,male,positive,happiness,teen,none,👍
4568,10763,c09e7c3c110b03f4511f803fea23c5cc,Tim Clancy packing it in when we went 4-0 up...straight off the pitch 😂 snapping a missed it hahahaha,101,8,Tim Clancy packing it in when we went 4-0 up...straight off the pitch  snapping a missed it hahahaha,male,positive,happiness,teen,none,False,😂🏃‍♂️👋,Tim Clancy packing it in when we went 4-0 up...straight off the pitch  snapping a missed it hahahaha 😂🏃‍♂️👋,male,positive,happiness,teen,none,😂
4569,11066,923358e542d1356339a6295b114a9433,Good 9-2 win for the lads 🔴⚫️,29,8,Good 9-2 win for the lads ,male,positive,happiness,teen,favor,True,⚽️👏💪,Good 9-2 win for the lads  ⚽️👏💪,male,positive,happiness,teen,favor,🔴⚫
4570,8312,414838fe6c4d2d03ba30f2f901c1152e,"If you're a pervert like me, you MUST follow  on Snapchat. Thank me later. 👀🔥👌🏻",79,4,"If you're a pervert like me, you MUST follow  on Snapchat. Thank me later. ",male,positive,happiness,teen,favor,False,👀📸😏,"If you're a pervert like me, you MUST follow  on Snapchat. Thank me later.  👀📸😏",female,positive,happiness,teen,favor,👀🔥👌🏻
4571,16902,8c8f2f7c8e221d713a54100b2399a6f7,HaHa 😂 thought it was going to be Delpo!,40,8,HaHa  thought it was going to be Delpo!,male,neutral,happiness,teen,none,False,😂🤣👀,HaHa  thought it was going to be Delpo! 😂🤣👀,female,positive,happiness,teen,none,😂
4572,2621,a4c9b056d5223eab9b1e34bb1aeb128b,Hey guys I DM'd you in relation to my mobile data problem. Thanks 👍,67,8,Hey guys I DM'd you in relation to my mobile data problem. Thanks ,male,positive,happiness,teen,none,True,📱💻👍,Hey guys I DM'd you in relation to my mobile data problem. Thanks  📱💻👍,male,positive,happiness,teen,none,👍
4573,3813,da43ec1cb74a279b004641675357a8c3,This young man has so much talent and potential #ProudToBeABulldog 🐶 🔵 ⚪,72,8,This young man has so much talent and potential #ProudToBeABulldog   ,male,positive,happiness,teen,favor,False,🐕💪🎉,This young man has so much talent and potential #ProudToBeABulldog    🐕💪🎉,male,positive,happiness,teen,favor,🐶🔵⚪
4574,6751,4a891938ecb008c62fda1f5ece01bd8a,Wonder if they could sell their Premier League place to a club that actually wants it?🤔,87,8,Wonder if they could sell their Premier League place to a club that actually wants it?,male,neutral,surprise,adult,none,False,💸🏆😒,Wonder if they could sell their Premier League place to a club that actually wants it? 💸🏆😒,male,negative,disgust,adult,none,🤔
4575,4946,8323b54f9a6dc9e5b7c893361acfc957,"LBJ, Butler, Giannis, DeRozan and Kyrie is a really strong starting 5. 🔥",72,8,"LBJ, Butler, Giannis, DeRozan and Kyrie is a really strong starting 5. ",male,positive,happiness,teen,favor,False,🔥👊💪,"LBJ, Butler, Giannis, DeRozan and Kyrie is a really strong starting 5.  🔥👊💪",male,positive,happiness,teen,favor,🔥
4576,2746,c544ad666fcb150c94bdda3277adebc4,Axel Tuanzebe &amp; Eric Bailly playing together for U-23s tonight! 💪💪#MUFC #U23s,81,8,Axel Tuanzebe &amp; Eric Bailly playing together for U-23s tonight! #MUFC #U23s,male,positive,happiness,teen,none,True,⚽️🔴👊,Axel Tuanzebe &amp; Eric Bailly playing together for U-23s tonight! #MUFC #U23s ⚽️🔴👊,male,positive,happiness,teen,none,💪💪
4577,1675,1c0492c3170fb0f3f2f8ae1e22317c4a,Chat shit get banged😂🇬🇧,23,8,Chat shit get banged,male,positive,happiness,teen,none,False,💬💥🔫,Chat shit get banged 💬💥🔫,male,negative,anger,teen,none,😂🇬🇧
4578,835,25ba956a93970c34ec2c2189e873c3e8,.  #737 takes off  for balmy #YLW #Kelowna #BC 😋 ... and it did go to #Cancún aft…,82,8,.  #737 takes off  for balmy #YLW #Kelowna #BC  ... and it did go to #Cancún aft…,male,positive,happiness,adult,none,False,✈️☀️🌴,.  #737 takes off  for balmy #YLW #Kelowna #BC  ... and it did go to #Cancún aft… ✈️☀️🌴,female,positive,happiness,adult,none,😋
4579,13177,3d3e8d195e5cdd9602c352decad171cb,as an aside - great way to get the clicks through to ITBOTN 😁 (2),65,8,as an aside - great way to get the clicks through to ITBOTN  (2),male,positive,happiness,adult,none,True,🤔📈👍,as an aside - great way to get the clicks through to ITBOTN  (2) 🤔📈👍,male,positive,happiness,adult,none,😁
