Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,gender_labels_using_sentence,sentiment_labels_using_sentence,emotion_labels_using_sentence,age_labels_using_sentence,stance_labels_using_sentence,random_sentence,gender_labels_using_random_sentence,sentiment_labels_using_random_sentence,emotion_labels_using_random_sentence,age_labels_using_random_sentence,stance_labels_using_random_sentence,real_emojis,random_emojis
4075,11081,3e46a067f7fd0504e4d8501c884a81d9,"Wow, what a kick-ass day that was, on first listen! 🎤🎸🤘",55,8,"Wow, what a kick-ass day that was, on first listen! ",male,positive,happiness,teen,none,True,female,positive,happiness,teen,none,"Wow, what a kick-ass day that was, on first listen!  🌸😷💄",female,positive,happiness,teen,none,🎤🎸🤘,🌸😷💄
4076,4157,9f902fa517164ac3a443d84f01c18174,😂😂 if only Peter picked our players 😂😂,38,8, if only Peter picked our players ,male,neutral,happiness,teen,none,False,male,negative,sadness,teen,none, if only Peter picked our players  🍻😿☮️,female,negative,sadness,teen,none,😂😂😂😂,🍻😿☮
4077,8466,88b516f14f520d7b5ce55286b89231c8,I'm going to have to settle down in 2017. These sessions are knocking the bollocks out of me 😫,94,8,I'm going to have to settle down in 2017. These sessions are knocking the bollocks out of me ,male,negative,sadness,adult,none,True,male,negative,sadness,adult,none,I'm going to have to settle down in 2017. These sessions are knocking the bollocks out of me  🦄🌟🕺,male,neutral,happiness,teen,none,😫,🦄🌟🕺
4078,14262,ad139b68434c653a504dd33382af3354,"Gym Sesh.
First hit out for the year, Definitely fkn good to be back.
87.3kg recorded. Swt, we got work to do! 💪😜
#NewYearNewMe #SkinnyLove",139,8,"Gym Sesh.
First hit out for the year, Definitely fkn good to be back.
87.3kg recorded. Swt, we got work to do! 
#NewYearNewMe #SkinnyLove",male,positive,happiness,teen,none,False,male,positive,happiness,adult,none,"Gym Sesh.
First hit out for the year, Definitely fkn good to be back.
87.3kg recorded. Swt, we got work to do! 
#NewYearNewMe #SkinnyLove 👿🌃🙉",male,positive,happiness,teen,none,💪😜,👿🌃🙉
4079,172,6a66052c3985e8f4c29aed0b34d46c2,Had such a good laugh last night Go Karting with the squad 🚗 🥇 🏆 #goKarting #edinburgh #Sa…,91,8,Had such a good laugh last night Go Karting with the squad    #goKarting #edinburgh #Sa…,male,positive,happiness,teen,none,False,male,positive,happiness,teen,none,Had such a good laugh last night Go Karting with the squad    #goKarting #edinburgh #Sa… 🤚🥒😥,male,positive,happiness,teen,none,🚗🥇🏆,🤚🥒😥
4080,8357,544cdabfe3ea527961ba13dda05360ed,📷 gabrielthefool: This beautiful and provocative linocut was created by Servants [to Asia’s Urban Poor]...,106,8, gabrielthefool: This beautiful and provocative linocut was created by Servants [to Asia’s Urban Poor]...,male,positive,happiness,adult,none,False,male,positive,happiness,adult,none, gabrielthefool: This beautiful and provocative linocut was created by Servants [to Asia’s Urban Poor]... 💧🦄😸,female,positive,happiness,adult,none,📷,💧🦄😸
4081,1644,1c0492c3170fb0f3f2f8ae1e22317c4a,he looks like hes going to be some player👍🏻,43,8,he looks like hes going to be some player,male,positive,happiness,teen,favor,False,male,positive,happiness,teen,favor,he looks like hes going to be some player 👗😡🙌,female,positive,anger,teen,none,👍🏻,👗😡🙌
4082,19848,5d3efd07fa5b50e0fa037f5d54243d8f,It's all in the details 💡  #bentley #bentayga #burgundy #london #carspotting,76,8,It's all in the details   #bentley #bentayga #burgundy #london #carspotting,male,positive,happiness,adult,none,False,male,neutral,happiness,adult,none,It's all in the details   #bentley #bentayga #burgundy #london #carspotting 😼🙄👺,female,neutral,disgust,teen,none,💡,😼🙄👺
4083,11105,3e46a067f7fd0504e4d8501c884a81d9,Definitely way up there as one of the Top Albums of the Year for 2016. And best Enuff Z Nuff album in yrs👍,106,8,Definitely way up there as one of the Top Albums of the Year for 2016. And best Enuff Z Nuff album in yrs,male,positive,happiness,adult,favor,False,male,positive,happiness,adult,favor,Definitely way up there as one of the Top Albums of the Year for 2016. And best Enuff Z Nuff album in yrs 💐👽☎️,female,positive,happiness,adult,favor,👍,💐👽☎
4084,14282,ad139b68434c653a504dd33382af3354,Them stats Bruh! 🔥🔥🔥,20,8,Them stats Bruh! ,male,positive,happiness,teen,none,False,male,neutral,surprise,teen,none,Them stats Bruh!  🥜❗⬅️,male,neutral,surprise,teen,none,🔥🔥🔥,🥜❗
4085,2340,87177193d69a78a5734724a12a4292aa,Rooooolllll on tomorrow🗽🇺🇸,26,8,Rooooolllll on tomorrow,male,positive,happiness,teen,none,False,male,neutral,happiness,teen,none,Rooooolllll on tomorrow 👶🤗📚,female,positive,happiness,child,none,🗽🇺🇸,👶🤗📚
4086,11128,3e46a067f7fd0504e4d8501c884a81d9,"Hi Tracey, thank you so much.I hope you're enjoying a wonderful Christmas &amp; holiday season. Warm regards from Sydney! David😊",128,8,"Hi Tracey, thank you so much.I hope you're enjoying a wonderful Christmas &amp; holiday season. Warm regards from Sydney! David",male,positive,happiness,adult,none,False,male,positive,happiness,adult,none,"Hi Tracey, thank you so much.I hope you're enjoying a wonderful Christmas &amp; holiday season. Warm regards from Sydney! David 🌛🤯🐢",male,positive,happiness,adult,none,😊,🌛🤯🐢
4087,9814,1daa7c19dcee1146cd17f44c0fcbd6e0,yeah she's good. Landed on my chest - actually think she wants to do it again. 😎,80,8,yeah she's good. Landed on my chest - actually think she wants to do it again. ,male,positive,happiness,teen,favor,True,male,positive,happiness,teen,favor,yeah she's good. Landed on my chest - actually think she wants to do it again.  🦜➡️👮,male,positive,happiness,teen,none,😎,🦜➡👮
4088,10723,8f0c8414f51b8104abf1b371fbf276f7,"Holiday auto-response on, now off to buy a speargun! Holidaaaay!! 😃",67,8,"Holiday auto-response on, now off to buy a speargun! Holidaaaay!! ",male,positive,happiness,teen,none,False,male,positive,happiness,teen,none,"Holiday auto-response on, now off to buy a speargun! Holidaaaay!!  📺📝✔️",male,positive,happiness,teen,none,😃,📺📝✔
4089,8606,4a683f19dc049469e67e51b4a7b0ce4f,Just watched the new  Exceeded all expectations! Fantastic in every way with a loving nod to the originals. Excellent work! 👍👻,126,8,Just watched the new  Exceeded all expectations! Fantastic in every way with a loving nod to the originals. Excellent work! ,male,positive,happiness,adult,favor,False,male,positive,happiness,adult,favor,Just watched the new  Exceeded all expectations! Fantastic in every way with a loving nod to the originals. Excellent work!  😜😲🚩,female,positive,happiness,teen,favor,👍👻,😜😲🚩
4090,17927,e6d22c357ef2b5986851d13a018a66d1,100 per second signing up for this 👍,36,8,100 per second signing up for this ,male,positive,happiness,teen,favor,False,male,positive,happiness,teen,none,100 per second signing up for this  🧀💋💤,female,positive,happiness,teen,none,👍,🧀💋💤
4091,1738,d6cd1b225403a03b197545f02cbf920d,that's almost eight of ten cats #dbarlononomics 😂,49,8,that's almost eight of ten cats #dbarlononomics ,male,positive,happiness,teen,none,False,male,neutral,surprise,teen,none,that's almost eight of ten cats #dbarlononomics  😀🌠🎵,female,positive,happiness,child,none,😂,😀🌠🎵
4092,20791,fb642c05bdc28f580bb4439335243772,'t fight over as 2who gets a bigger percentage of commission😁,61,8,'t fight over as 2who gets a bigger percentage of commission,male,neutral,happiness,teen,none,False,male,negative,anger,teen,none,'t fight over as 2who gets a bigger percentage of commission 🍗🏡🎓,male,neutral,surprise,teen,none,😁,🍗🏡🎓
4093,1310,846fe51804b7e25ce7642a236fed46d4,#birthdayboyroasted 🎉 @ R10 Social House,40,8,#birthdayboyroasted  @ R10 Social House,male,neutral,happiness,teen,none,False,male,neutral,surprise,teen,none,#birthdayboyroasted  @ R10 Social House 😺✉️😊,male,positive,happiness,teen,none,🎉,😺✉😊
4094,11796,f4eec4e3c2989e9bf039a79a83356a0b,Some pace in that Man Utd lineup 😂⚽️,36,8,Some pace in that Man Utd lineup ,male,positive,happiness,teen,none,False,male,neutral,surprise,adult,none,Some pace in that Man Utd lineup  🍊🤩🧘,male,positive,happiness,teen,favor,😂⚽,🍊🤩🧘
4095,3806,7d1fe53d6fe07b5eb057b23f4796beb,Tickets booked for  in Wembley!   🇺🇸🏈🇺🇸🏈🇺🇸🏈🇺🇸🏈,46,8,Tickets booked for  in Wembley!   ,male,positive,happiness,adult,none,False,male,positive,happiness,adult,none,Tickets booked for  in Wembley!    🙅🙉🐖,female,neutral,happiness,teen,none,🇺🇸🏈🇺🇸🏈🇺🇸🏈🇺🇸🏈,🙅🙉🐖
4096,15749,6575459a0d01f3b49b2b1c01d7b7ce93,"You...you just Demolished her, Man! 😱🙆",38,8,"You...you just Demolished her, Man! ",male,positive,surprise,teen,none,False,male,negative,anger,teen,none,"You...you just Demolished her, Man!  👙😺😦",male,negative,surprise,teen,none,😱🙆,👙😺😦
4097,7869,f4dde917f7408654d8555fca286f10c8,"thanks guys, I'm getting my head in the game, pushed through a tough upper body gym sesh today! 💪",97,8,"thanks guys, I'm getting my head in the game, pushed through a tough upper body gym sesh today! ",male,positive,happiness,teen,none,False,female,positive,happiness,teen,none,"thanks guys, I'm getting my head in the game, pushed through a tough upper body gym sesh today!  😡➡️❣️",female,positive,happiness,teen,none,💪,😡➡❣
4098,8848,4a3b40beadc42b784e105e4d7ee10a8d,Two good results for the Ospreys and Cardiff Blues 👌,52,8,Two good results for the Ospreys and Cardiff Blues ,male,positive,happiness,adult,none,True,male,positive,happiness,adult,none,Two good results for the Ospreys and Cardiff Blues  🚗🍄🎁,male,positive,happiness,teen,none,👌,🚗🍄🎁
4099,2264,15fc02557607c70a0b45172f73f5e0c8,Bang of weed on the terrace. These Cavan folk are lose 😎 #CAVvDUB #AllianzLeagues,81,8,Bang of weed on the terrace. These Cavan folk are lose  #CAVvDUB #AllianzLeagues,male,neutral,happiness,teen,none,True,male,negative,surprise,teen,none,Bang of weed on the terrace. These Cavan folk are lose  #CAVvDUB #AllianzLeagues 🔔🤰🐣,female,neutral,surprise,teen,none,😎,🔔🤰🐣
4100,18789,847fa78dc8c278786cc670efe18f7bf6,went through to the keeper 😞,28,8,went through to the keeper ,male,negative,sadness,teen,none,True,male,neutral,surprise,adult,none,went through to the keeper  🌹😏🇲🇽,female,neutral,happiness,teen,none,😞,🌹😏🇲🇽
4101,8017,2edcde9a5ebd60243b0f44356a56ec05,"YES!!
Lucky number 13 ... Andre De Grasse earns a Olympic bronze medal for Canada in the mens's 100m.  🏅🇨🇦👍🏻",108,6,"YES!!
Lucky number 13 ... Andre De Grasse earns a Olympic bronze medal for Canada in the mens's 100m.  ",male,positive,happiness,teen,favor,False,male,positive,happiness,teen,favor,"YES!!
Lucky number 13 ... Andre De Grasse earns a Olympic bronze medal for Canada in the mens's 100m.   👋🐢🥀",male,positive,happiness,teen,favor,🏅🇨🇦👍🏻,👋🐢🥀
4102,2257,555987209b88912750f5e434ecda13f8,Forgot to do my fantasy football changes. 💀,43,8,Forgot to do my fantasy football changes. ,male,negative,sadness,adult,none,True,male,neutral,sadness,adult,none,Forgot to do my fantasy football changes.  📌‼️🎇,male,neutral,sadness,adult,none,💀,📌🎇
4103,6648,2ff41b5f4fbb9cc440f4fe15fe558a35,"""I'd love to get a tattoo on me arse"" 😁😁 #irlfirstdates",55,8,"""I'd love to get a tattoo on me arse""  #irlfirstdates",male,positive,happiness,teen,none,False,male,neutral,happiness,teen,none,"""I'd love to get a tattoo on me arse""  #irlfirstdates 💄✊🍃",female,positive,happiness,teen,none,😁😁,💄✊🍃
4104,17903,5a57f992a43ee65d1701a5131d469a01,of course it's the one. Today is the day I started my new increased stakes per point. It's all my fault 😂😂,106,8,of course it's the one. Today is the day I started my new increased stakes per point. It's all my fault ,male,neutral,happiness,adult,none,False,male,neutral,sadness,adult,none,of course it's the one. Today is the day I started my new increased stakes per point. It's all my fault  🦋💢🐇,female,neutral,anger,teen,none,😂😂,🦋💢🐇
4105,7959,c3ef7893b1dae0ad9602f8f166e78a,The Fed 🔥,9,8,The Fed ,male,positive,surprise,teen,none,True,male,neutral,neutral,adult,none,The Fed  🌳🤓❄️,female,neutral,surprise,child,none,🔥,🌳🤓❄
4106,6549,e951a6cfd36f619c29a40d4cc324753,you're welcome man just trying to help people out 👌,51,8,you're welcome man just trying to help people out ,male,positive,happiness,teen,none,True,male,positive,happiness,teen,none,you're welcome man just trying to help people out  🧁🌅🤗,female,positive,happiness,teen,none,👌,🧁🌅🤗
4107,4470,ab8c04d26f18579dcf97441ff6ae5a26,#trumptrain ⚡️ “Trump gives his first UK interview since the election”,70,8,#trumptrain  “Trump gives his first UK interview since the election”,male,neutral,surprise,teen,none,False,male,neutral,surprise,adult,none,#trumptrain  “Trump gives his first UK interview since the election” 🌱1️⃣🤛,male,positive,surprise,teen,none,⚡,🌱🤛
4108,12059,cfb68738a9f284b908090ffc1feb25f9,"Happy New Year folks! Welcome to 2017 from New Zealand
#HappyNewYear🍾🎉",70,3,"Happy New Year folks! Welcome to 2017 from New Zealand
#HappyNewYear",male,positive,happiness,adult,none,True,male,positive,happiness,adult,none,"Happy New Year folks! Welcome to 2017 from New Zealand
#HappyNewYear 🤰🍅🙋",female,positive,happiness,adult,none,🍾🎉,🤰🍅🙋
4109,7587,38852ed4261ed7fd10c4eb853467616c,sorry pal my bad 😂😂😂,20,8,sorry pal my bad ,male,positive,happiness,teen,none,True,male,negative,sadness,teen,none,sorry pal my bad  🍍💔🔝,female,negative,sadness,teen,none,😂😂😂,🍍💔🔝
4110,15770,409c68497036304da210330d318d6ede,"Nice work  🇺🇸 USDS Is Sticking Around, But Will Trump Put His Own Spin On It? -",79,8,"Nice work   USDS Is Sticking Around, But Will Trump Put His Own Spin On It? -",male,neutral,surprise,adult,none,False,male,neutral,surprise,adult,none,"Nice work   USDS Is Sticking Around, But Will Trump Put His Own Spin On It? - 😠😃😸",male,neutral,happiness,teen,none,🇺🇸,😠😃😸
4111,17058,c86310b8fd00833f2812a8a02ee2ebac,lmao you are twitter police 😂,29,8,lmao you are twitter police ,male,neutral,happiness,teen,none,False,male,neutral,anger,teen,none,lmao you are twitter police  😷💍🤗,female,neutral,disgust,teen,none,😂,😷💍🤗
4112,7262,23f7018e4342fddc2f0f48cb2215886d,Yay! Congrats little bro! #Dominate !   #RoadToRussia ⚽️,56,8,Yay! Congrats little bro! #Dominate !   #RoadToRussia ,male,positive,happiness,teen,favor,False,male,positive,happiness,teen,favor,Yay! Congrats little bro! #Dominate !   #RoadToRussia  😬😔😲,female,neutral,surprise,teen,none,⚽,😬😔😲
4113,10959,70de6ffe630e2345617500cf99ee1864,Some drone photography tips from myself in the Journal this morning 👍,69,8,Some drone photography tips from myself in the Journal this morning ,male,positive,happiness,adult,none,False,male,neutral,happiness,adult,none,Some drone photography tips from myself in the Journal this morning  ☘️🍾🌅,male,positive,happiness,adult,none,👍,☘🍾🌅
4114,3544,9c1de8376729ad50838bdd2f931ed86f,Football⚽darts🎯horses🐎,22,8,Footballdartshorses,male,neutral,happiness,teen,none,False,male,neutral,surprise,child,none,Footballdartshorses 💖♥️💣,female,positive,happiness,child,none,⚽🎯🐎,💖♥💣
4115,6529,e951a6cfd36f619c29a40d4cc324753,I know that arcade I  was there a week ago oh my god heslip was at my local arcade say word dam heslip got skills🏀👍,115,8,I know that arcade I  was there a week ago oh my god heslip was at my local arcade say word dam heslip got skills,male,positive,happiness,teen,none,True,male,positive,happiness,teen,none,I know that arcade I  was there a week ago oh my god heslip was at my local arcade say word dam heslip got skills 🔫⚔️🥂,male,positive,happiness,teen,none,🏀👍,🔫⚔🥂
4116,9708,4ef51db5183ec663e36627eb70d95d62,Fist bump 👊 @ Ashmolean Museum,30,8,Fist bump  @ Ashmolean Museum,male,positive,happiness,teen,none,False,male,positive,happiness,teen,none,Fist bump  @ Ashmolean Museum ☝️🥑🌄,female,positive,happiness,teen,none,👊,☝🥑🌄
4117,18663,4d557a7dc86de0f1e8b3a53090cfa860,time to update your bio 💁🏻‍♂️,29,8,time to update your bio ,male,neutral,happiness,teen,none,False,female,neutral,surprise,teen,none,time to update your bio  🏘️😇🎈,female,positive,happiness,teen,none,💁🏻♂,🏘😇🎈
4118,7592,38852ed4261ed7fd10c4eb853467616c,Il take that 😎 #ARSBUR #AFC,27,8,Il take that  #ARSBUR #AFC,male,positive,happiness,teen,none,True,male,neutral,happiness,teen,none,Il take that  #ARSBUR #AFC 🐻🙇😁,male,positive,happiness,teen,none,😎,🐻🙇😁
4119,5400,2e1f99fde765e57d9e6a620faae4c60,Another good team performance today in the cup. Clean sheet. ⚽️⚽️  Now to enjoy the weekend. Back to working hard on Monday ⚽️ #SKB,131,8,Another good team performance today in the cup. Clean sheet.   Now to enjoy the weekend. Back to working hard on Monday  #SKB,male,positive,happiness,adult,none,False,male,positive,happiness,adult,none,Another good team performance today in the cup. Clean sheet.   Now to enjoy the weekend. Back to working hard on Monday  #SKB 💍💊🚩,male,positive,happiness,adult,none,⚽⚽⚽,💍💊🚩
4120,18316,dcf33b33c13a8f503881620924afed8d,"and if I die before I wake, at least in heaven I can skate 🤘",60,8,"and if I die before I wake, at least in heaven I can skate ",male,neutral,sadness,teen,none,False,female,neutral,sadness,teen,none,"and if I die before I wake, at least in heaven I can skate  💗🥂☔",female,positive,happiness,teen,none,🤘,💗🥂☔
4121,12929,e4fcb6fea3d73f6e53dcb079edf017f,Huws and Lawrence starting together 😎 #Wales,44,8,Huws and Lawrence starting together  #Wales,male,positive,happiness,teen,none,True,male,neutral,happiness,adult,none,Huws and Lawrence starting together  #Wales 😩🔗🤥,female,negative,sadness,teen,none,😎,😩🔗🤥
4122,5402,2e1f99fde765e57d9e6a620faae4c60,Chuffed to meet  last night. Really enjoyed the 10/15 minute chat I had with him. ⚽️⚽️,86,1,Chuffed to meet  last night. Really enjoyed the 10/15 minute chat I had with him. ,male,positive,happiness,adult,none,False,male,positive,happiness,adult,none,Chuffed to meet  last night. Really enjoyed the 10/15 minute chat I had with him.  😐😜👣,male,positive,happiness,teen,none,⚽⚽,😐😜👣
4123,17428,2f708279e86903d38b076e895ac60b0a,"This is insane!  Tee bodega on site, get yours custom made!  #K1ngKyrg1os 👓👻#MelbourneUnmatched",95,8,"This is insane!  Tee bodega on site, get yours custom made!  #K1ngKyrg1os #MelbourneUnmatched",male,positive,happiness,teen,none,False,male,positive,happiness,teen,none,"This is insane!  Tee bodega on site, get yours custom made!  #K1ngKyrg1os #MelbourneUnmatched 🍷🍺😚",female,positive,happiness,teen,none,👓👻,🍷🍺😚
4124,5036,884bb8cc43fba545ba3fbaeb08543320,⚡️ “Who supports President Trump's actions on immigration?”,59,8, “Who supports President Trump's actions on immigration?”,male,neutral,surprise,adult,none,False,male,neutral,surprise,adult,none, “Who supports President Trump's actions on immigration?” 🕳️🌝🛒,male,neutral,surprise,teen,none,⚡,🕳🌝🛒
4125,5425,2e1f99fde765e57d9e6a620faae4c60,yes mate all is well thanks for asking! ⚽️⚽️,44,8,yes mate all is well thanks for asking! ,male,positive,happiness,teen,none,False,male,positive,happiness,teen,none,yes mate all is well thanks for asking!  👩🧀🔫,female,positive,happiness,teen,none,⚽⚽,👩🧀🔫
4126,14880,4885a719790f8b5b61233a512bf5030e,Given all that is happening in the🌏today its just that these gents will  again show us grace &amp; humility in adversity #FedererNadal #AusOpen,143,8,Given all that is happening in thetoday its just that these gents will  again show us grace &amp; humility in adversity #FedererNadal #AusOpen,male,positive,happiness,adult,favor,True,male,positive,happiness,adult,none,Given all that is happening in thetoday its just that these gents will  again show us grace &amp; humility in adversity #FedererNadal #AusOpen 😗🍸🇲🇽,female,positive,happiness,adult,none,🌏,😗🍸🇲🇽
4127,805,25ba956a93970c34ec2c2189e873c3e8,G'day 👋   #747 #Longreach with #Olympics #livery arriving  from #SYD #Sydney #Australia 🐨…,90,8,G'day    #747 #Longreach with #Olympics #livery arriving  from #SYD #Sydney #Australia …,male,neutral,happiness,adult,none,False,male,neutral,happiness,adult,none,G'day    #747 #Longreach with #Olympics #livery arriving  from #SYD #Sydney #Australia … 😐😽🍩,female,neutral,happiness,teen,none,👋🐨,😐😽🍩
4128,18082,c91ad6479577622d385309481ee7a108,#CWC is one of the best things  has done for awhile hopefully it happens again next year hats off to all 32 competitors 👏👏👏,123,8,#CWC is one of the best things  has done for awhile hopefully it happens again next year hats off to all 32 competitors ,male,positive,happiness,teen,favor,False,male,positive,happiness,teen,favor,#CWC is one of the best things  has done for awhile hopefully it happens again next year hats off to all 32 competitors  🙈✌️👧,female,positive,happiness,teen,favor,👏👏👏,🙈✌👧
4129,4082,48bfa9611f6df8de65ade2a063fcf1c2,you're welcome!!! 👊👊,20,8,you're welcome!!! ,male,positive,happiness,teen,none,False,female,positive,happiness,child,none,you're welcome!!!  💞🙋🛌,female,positive,happiness,child,none,👊👊,💞🙋🛌
4130,2638,a4c9b056d5223eab9b1e34bb1aeb128b,I think I'm going to pick up The Witcher 3 GOTY tomorrow 👍😆,59,8,I think I'm going to pick up The Witcher 3 GOTY tomorrow ,male,positive,happiness,teen,none,True,male,positive,happiness,teen,none,I think I'm going to pick up The Witcher 3 GOTY tomorrow  ⚫🥓🦄,male,positive,happiness,teen,none,👍😆,⚫🥓🦄
4131,7551,c59b2c37fa4dc1aef5601f3c5cd4dff5,Terps!!!!! #🐢🏀 #terps #blockcity,32,8,Terps!!!!! # #terps #blockcity,male,positive,happiness,teen,none,True,male,positive,happiness,teen,none,Terps!!!!! # #terps #blockcity 🌟🗣️🐕,female,positive,happiness,teen,none,🐢🏀,🌟🗣🐕
4132,6740,4a891938ecb008c62fda1f5ece01bd8a,The Liverpool pundits will now all agree that was a penalty now that it has been saved👍🏻,88,8,The Liverpool pundits will now all agree that was a penalty now that it has been saved,male,positive,happiness,adult,none,False,male,neutral,disgust,adult,none,The Liverpool pundits will now all agree that was a penalty now that it has been saved 👏👽🍅,male,negative,surprise,teen,none,👍🏻,👏👽🍅
4133,3184,116651423c0b022c08ba581620bd0fc0,have a good one gents ⚽️⚽️⚽️,28,8,have a good one gents ,male,positive,happiness,teen,none,True,male,positive,happiness,teen,none,have a good one gents  🍦🍞⚽,male,positive,happiness,teen,none,⚽⚽⚽,🍦🍞⚽
4134,6647,2ff41b5f4fbb9cc440f4fe15fe558a35,"""Shur ya stop playing GAA when ya get yer rag"" 😂😂😂 #irlfirstdates",65,8,"""Shur ya stop playing GAA when ya get yer rag""  #irlfirstdates",male,neutral,happiness,teen,none,True,male,neutral,surprise,teen,none,"""Shur ya stop playing GAA when ya get yer rag""  #irlfirstdates 👆🥜💲",male,neutral,surprise,teen,none,😂😂😂,👆🥜💲
4135,2238,555987209b88912750f5e434ecda13f8,Just did a Japanese interview with the Mayor of Kitakyushu through a translator. First time for everything. 😎🏉,110,8,Just did a Japanese interview with the Mayor of Kitakyushu through a translator. First time for everything. ,male,positive,happiness,adult,none,False,male,neutral,happiness,adult,none,Just did a Japanese interview with the Mayor of Kitakyushu through a translator. First time for everything.  👮⬇️💢,male,neutral,happiness,adult,none,😎🏉,👮💢
4136,16021,a593017860400dcd5cd9c1cf70aaeeea,"Dev fashion trends have benefitted me greatly, but friends don't let friends use ES for &gt; search 😃",101,8,"Dev fashion trends have benefitted me greatly, but friends don't let friends use ES for &gt; search ",male,positive,happiness,adult,none,False,male,neutral,disgust,adult,against,"Dev fashion trends have benefitted me greatly, but friends don't let friends use ES for &gt; search  🔞✋🤦",male,neutral,disgust,teen,against,😃,🔞✋🤦
4137,5395,2e1f99fde765e57d9e6a620faae4c60,Gonna chill out and watch  and  #LIVWBA Going for a draw in this! ⚽️⚽️,70,8,Gonna chill out and watch  and  #LIVWBA Going for a draw in this! ,male,neutral,happiness,teen,none,False,male,neutral,happiness,teen,none,Gonna chill out and watch  and  #LIVWBA Going for a draw in this!  👎🎵🤧,male,negative,sadness,teen,none,⚽⚽,👎🎵🤧
4138,16234,fb6a8b551aa16c159ad3c44b21f16992,I've only woke up for the fight! 😄,34,8,I've only woke up for the fight! ,male,positive,happiness,teen,none,True,male,neutral,anger,teen,none,I've only woke up for the fight!  🌍🍝🎼,female,neutral,happiness,teen,none,😄,🌍🍝🎼
4139,1749,bafce849bf00cb960d351a316a1f49b3,Cheers pal. Free Fire's out next month. Good for those who loves guns and moustaches. 😎👍,88,8,Cheers pal. Free Fire's out next month. Good for those who loves guns and moustaches. ,male,positive,happiness,teen,favor,True,male,positive,happiness,teen,none,Cheers pal. Free Fire's out next month. Good for those who loves guns and moustaches.  🎈🕯️🌻,male,positive,happiness,teen,none,😎👍,🎈🕯🌻
4140,7224,753e92b145c1ef5bb402336a2073bda2,Auburn lost their OC to UConn 👀,31,8,Auburn lost their OC to UConn ,male,neutral,surprise,adult,none,False,male,negative,sadness,adult,none,Auburn lost their OC to UConn  ☑️🐶🚀,male,negative,sadness,teen,none,👀,☑🐶🚀
4141,13529,53ed502ffbf8d400b33464ac70d72690,a new President coming into office just like old Harry said we're not going to do that😂,87,8,a new President coming into office just like old Harry said we're not going to do that,male,neutral,happiness,teen,none,False,male,neutral,anger,adult,none,a new President coming into office just like old Harry said we're not going to do that 🌵👮👎,male,negative,anger,adult,against,😂,🌵👮👎
4142,11933,df95838440b099ee2a96b85f267ea55f,Congratulations   this coming from Arsenal fan. 👏🏾👏🏾. #PremierLeague,68,8,Congratulations   this coming from Arsenal fan. . #PremierLeague,male,positive,happiness,adult,none,False,male,neutral,happiness,adult,none,Congratulations   this coming from Arsenal fan. . #PremierLeague 😜🍍🙃,male,positive,happiness,teen,none,👏🏾👏🏾,😜🍍🙃
4143,7093,3dea744aef12e2a843eae2430cc62ebc,sound man 👌🏻,12,8,sound man ,male,positive,happiness,teen,none,False,male,neutral,neutral,child,none,sound man  ⚔️😢😔,male,negative,sadness,child,none,👌🏻,⚔😢😔
4144,18940,8b6c5471bb5a04359dfffa41ebde8123,"Bennett's away to Berlin with the boys tomorrow on Hayden's stag. 19 of them, oh dear god. #ladsladslads 😂🍺",107,8,"Bennett's away to Berlin with the boys tomorrow on Hayden's stag. 19 of them, oh dear god. #ladsladslads ",male,positive,happiness,teen,none,False,male,neutral,happiness,teen,none,"Bennett's away to Berlin with the boys tomorrow on Hayden's stag. 19 of them, oh dear god. #ladsladslads  😂🍴💭",male,positive,happiness,teen,none,😂🍺,😂🍴💭
4145,10778,c09e7c3c110b03f4511f803fea23c5cc,"aye, I've written that off as a missed game already 😂",53,8,"aye, I've written that off as a missed game already ",male,neutral,happiness,teen,none,False,male,negative,sadness,teen,none,"aye, I've written that off as a missed game already  🐊🔔⚠️",male,neutral,sadness,teen,none,😂,🐊🔔⚠
4146,1230,bb0d179a3ea8ef2b04d0925f38728eee,Come on Redmen!! #YNWA #LFC ❤️,30,8,Come on Redmen!! #YNWA #LFC ,male,positive,happiness,teen,none,True,male,positive,happiness,teen,none,Come on Redmen!! #YNWA #LFC  🍀😭👧,female,positive,sadness,teen,none,❤,🍀😭👧
4147,17796,bb187e75f1bf8b1952d2f61191e505e6,3-1 win to kick start the year💪🏼⚽️ #upthemet,44,8,3-1 win to kick start the year #upthemet,male,positive,happiness,teen,favor,False,male,positive,happiness,adult,favor,3-1 win to kick start the year #upthemet 👊👁️😗,male,positive,happiness,teen,favor,💪🏼⚽,👊👁😗
4148,2770,14e6de19d9138e8599fbd4479604b0a2,"happy bday for tomorrow, fella. Congrats on the Barrett coup 👊",62,8,"happy bday for tomorrow, fella. Congrats on the Barrett coup ",male,positive,happiness,teen,favor,False,male,positive,happiness,teen,none,"happy bday for tomorrow, fella. Congrats on the Barrett coup  😞🌿🦍",male,negative,sadness,teen,none,👊,😞🌿🦍
