Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,predicted_emojis,predicted_sentence,gender_logits,sentiment_logits,emotion_logits,age_logits,stance_logits,predicted_pure_emojis,predicted_pure_sentence,real_emojis
3597,11851,2e5fe9612f1ef70d44102b241008b175,The guys loose 😂😂😂😂😭😭😭,22,8,The guys loose ,male,negative,sadness,teen,none,False,"😞🏆💔 (Sad face, trophy, broken heart)","The guys loose  😞🏆💔 (Sad face, trophy, broken heart)",male,negative,sadness,teen,none,😞🏆💔,The guys loose  😞🏆💔,😂😂😂😂😭😭😭
3598,17127,8c7b1e0659f8091b222b45f5e39fdc9e,Monk is top class. 👌🏼 He was spot on in that interview. #lufc,61,8,Monk is top class.  He was spot on in that interview. #lufc,male,positive,happiness,adult,favor,False,🧔🏆💬 #lufc,Monk is top class.  He was spot on in that interview. #lufc 🧔🏆💬 #lufc,male,positive,happiness,teen,favor,🧔🏆💬,Monk is top class.  He was spot on in that interview. #lufc 🧔🏆💬,👌🏼
3599,11139,3e46a067f7fd0504e4d8501c884a81d9,"Hi Carrie, wishing you a very Merry and rocking Christmas. Hope Santa brings you some great Albums! Love, David xo 🎤🎸🎁🎄",119,8,"Hi Carrie, wishing you a very Merry and rocking Christmas. Hope Santa brings you some great Albums! Love, David xo ",male,positive,happiness,adult,none,False,"🎄🎁🎸💔 (Merry Christmas, gift, guitar, kiss) - I couldn't fit all your message into three emojis, but I tried to capture the essence of your message. The 💔 is for the missing ""Hope Santa brings you some great Albums!"" part.","Hi Carrie, wishing you a very Merry and rocking Christmas. Hope Santa brings you some great Albums! Love, David xo  🎄🎁🎸💔 (Merry Christmas, gift, guitar, kiss) - I couldn't fit all your message into three emojis, but I tried to capture the essence of your message. The 💔 is for the missing ""Hope Santa brings you some great Albums!"" part.",male,positive,happiness,adult,none,🎄🎁🎸💔💔,"Hi Carrie, wishing you a very Merry and rocking Christmas. Hope Santa brings you some great Albums! Love, David xo  🎄🎁🎸💔💔",🎤🎸🎁🎄
3600,1206,bb0d179a3ea8ef2b04d0925f38728eee,Happy Birthday Emre Can 🎉🎈,26,3,Happy Birthday Emre Can ,male,positive,happiness,teen,none,True,🎂🎁🎉,Happy Birthday Emre Can  🎂🎁🎉,male,positive,happiness,teen,none,🎂🎁🎉,Happy Birthday Emre Can  🎂🎁🎉,🎉🎈
3601,15392,8ad10eeaf00966f472d45ab41737a82,Beer o'clock. #BeersForMeteorologists 😉,39,8,Beer o'clock. #BeersForMeteorologists ,male,positive,happiness,adult,favor,False,🍻🌤️🌙,Beer o'clock. #BeersForMeteorologists  🍻🌤️🌙,male,positive,happiness,adult,none,🍻🌤🌙,Beer o'clock. #BeersForMeteorologists  🍻🌤🌙,😉
3602,12443,e76c0d1188d6b0cb973202dd6c32665d,"Allen: People these days tend to like large predators, especially if they live in cities and don't have anything to do with them 😊 #AWMS2016",140,8,"Allen: People these days tend to like large predators, especially if they live in cities and don't have anything to do with them  #AWMS2016",male,positive,happiness,adult,none,True,🐯🏙️😯 (Tiger in a city with a surprised face),"Allen: People these days tend to like large predators, especially if they live in cities and don't have anything to do with them  #AWMS2016 🐯🏙️😯 (Tiger in a city with a surprised face)",male,neutral,surprise,adult,none,🐯🏙😯,"Allen: People these days tend to like large predators, especially if they live in cities and don't have anything to do with them  #AWMS2016 🐯🏙😯",😊
3603,16389,e992498e2eff37b5f2c429660836db82,Friday feeling 🤙,16,8,Friday feeling ,male,positive,happiness,teen,none,False,🎉🍻💃,Friday feeling  🎉🍻💃,female,positive,happiness,teen,none,🎉🍻💃,Friday feeling  🎉🍻💃,🤙
3604,3909,4a0c478e8f70e054ee270bb7e9b31821,Praying with the boys so we can survive school 🙏😭,49,8,Praying with the boys so we can survive school ,male,neutral,sadness,teen,none,False,🕋🤝🏫,Praying with the boys so we can survive school  🕋🤝🏫,male,positive,happiness,teen,none,🕋🤝🏫,Praying with the boys so we can survive school  🕋🤝🏫,🙏😭
3605,5405,2e1f99fde765e57d9e6a620faae4c60,Excellent news for  for their U-19s taking part in  #YouthLeague Great news for the . ⚽️⚽️,90,8,Excellent news for  for their U-19s taking part in  #YouthLeague Great news for the . ,male,positive,happiness,teen,favor,True,"🎉🏆🌟 (Fireworks, Trophy, Star)","Excellent news for  for their U-19s taking part in  #YouthLeague Great news for the .  🎉🏆🌟 (Fireworks, Trophy, Star)",male,positive,happiness,teen,favor,🎉🏆🌟,Excellent news for  for their U-19s taking part in  #YouthLeague Great news for the .  🎉🏆🌟,⚽⚽
3606,9974,ee7cc681cc1dcb5d3f8821caf1d7a52d,gutting! Good lad betting on the Palace to win though 👍🏻,56,8,gutting! Good lad betting on the Palace to win though ,male,positive,sadness,teen,favor,False,"💔🤝🏆 (Broken heart, thumbs up, trophy)","gutting! Good lad betting on the Palace to win though  💔🤝🏆 (Broken heart, thumbs up, trophy)",male,negative,sadness,teen,none,💔🤝🏆,gutting! Good lad betting on the Palace to win though  💔🤝🏆,👍🏻
3607,16415,b99cae185400eb18c4417e64d71946b7,📈A fact is a piece of information presented as having objective reality.  by #MyTrainerBob via,94,8,A fact is a piece of information presented as having objective reality.  by #MyTrainerBob via,male,neutral,surprise,adult,none,False,📜🔍💡,A fact is a piece of information presented as having objective reality.  by #MyTrainerBob via 📜🔍💡,male,neutral,surprise,adult,none,📜🔍💡,A fact is a piece of information presented as having objective reality.  by #MyTrainerBob via 📜🔍💡,📈
3608,17855,e99fa764c269212baee92506a53141b0,#Godfather is so good 👌,23,8,#Godfather is so good ,male,positive,happiness,teen,favor,False,"🍹🕵️‍♂️👑 (Glass of cocktail, detective, king crown)","#Godfather is so good  🍹🕵️‍♂️👑 (Glass of cocktail, detective, king crown)",male,positive,happiness,teen,favor,🍹🕵♂👑,#Godfather is so good  🍹🕵♂👑,👌
3609,6912,de46ac8e6af892fec4753b6ae1760837,Tom Blundell should be the wicket keeper after all that's why he was picked for the team 😎,90,8,Tom Blundell should be the wicket keeper after all that's why he was picked for the team ,male,positive,happiness,teen,favor,False,"🏏🤚🌟 (Cricket, thumbs up, star)","Tom Blundell should be the wicket keeper after all that's why he was picked for the team  🏏🤚🌟 (Cricket, thumbs up, star)",male,positive,happiness,teen,favor,🏏🤚🌟,Tom Blundell should be the wicket keeper after all that's why he was picked for the team  🏏🤚🌟,😎
3610,7150,5ca3a0bd3421496e0dfb0c6260678797,He's actually building a fucking wall 🤔,39,8,He's actually building a fucking wall ,male,neutral,surprise,teen,none,True,"🔨🧱🚜 (Hammer, Brick, Plow)","He's actually building a fucking wall  🔨🧱🚜 (Hammer, Brick, Plow)",male,neutral,anger,teen,none,🔨🧱🚜,He's actually building a fucking wall  🔨🧱🚜,🤔
3611,9362,410b9726667b52312cd4d979287ea566,Day 3 of 6 on #getprepped 🎥🎬 Finally in the studio! #webseries #film #filmshoot #FilmMaking…,92,8,Day 3 of 6 on #getprepped  Finally in the studio! #webseries #film #filmshoot #FilmMaking…,male,positive,happiness,adult,none,True,"🎬📸🔜 (Movie camera, camera, countdown clock)","Day 3 of 6 on #getprepped  Finally in the studio! #webseries #film #filmshoot #FilmMaking… 🎬📸🔜 (Movie camera, camera, countdown clock)",male,positive,happiness,adult,none,🎬📸🔜,Day 3 of 6 on #getprepped  Finally in the studio! #webseries #film #filmshoot #FilmMaking… 🎬📸🔜,🎥🎬
3612,5404,2e1f99fde765e57d9e6a620faae4c60,WHAT A START!! ⚽️⚽️ #SerIre,27,8,WHAT A START!!  #SerIre,male,positive,happiness,teen,none,False,🚀🌟🎉,WHAT A START!!  #SerIre 🚀🌟🎉,female,positive,happiness,teen,none,🚀🌟🎉,WHAT A START!!  #SerIre 🚀🌟🎉,⚽⚽
3613,3169,116651423c0b022c08ba581620bd0fc0,and  should step into the ring at the next #UFC 🤗#fuckingwall,61,8,and  should step into the ring at the next #UFC #fuckingwall,male,positive,happiness,teen,none,True,"🥊👊🤯 (Fist, Victory Sign, Sweat Drops)","and  should step into the ring at the next #UFC #fuckingwall 🥊👊🤯 (Fist, Victory Sign, Sweat Drops)",male,neutral,happiness,teen,none,🥊👊🤯,and  should step into the ring at the next #UFC #fuckingwall 🥊👊🤯,🤗
3614,472,6ebc199052c3ea317603da5587012b79,Love smooth radio man 😂,23,8,Love smooth radio man ,male,positive,happiness,adult,favor,True,❤️ 🎧 🕺️,Love smooth radio man  ❤️ 🎧 🕺️,male,positive,happiness,teen,favor,❤🎧🕺,Love smooth radio man  ❤🎧🕺,😂
3615,7620,38852ed4261ed7fd10c4eb853467616c,How the fuck 😕,14,8,How the fuck ,male,negative,surprise,teen,none,False,"😮😠😓 (Surprised, Angry, Sad)","How the fuck  😮😠😓 (Surprised, Angry, Sad)",male,negative,"surprise, anger, sadness",teen,none,😮😠😓,How the fuck  😮😠😓,😕
3616,12118,f19a795112282cd05bda2cc07201e8b4,"Great 2 see  involved with Rovers again. If it doesn't work out,it won't be down 2 lack of effort or honesty ☘️☘️",113,8,"Great 2 see  involved with Rovers again. If it doesn't work out,it won't be down 2 lack of effort or honesty ",male,positive,happiness,adult,none,False,"🤩🐺🤝🔝 (Grinning face, Wolf face, Handshake, Raised Hands)","Great 2 see  involved with Rovers again. If it doesn't work out,it won't be down 2 lack of effort or honesty  🤩🐺🤝🔝 (Grinning face, Wolf face, Handshake, Raised Hands)",male,positive,happiness,adult,none,🤩🐺🤝🔝,"Great 2 see  involved with Rovers again. If it doesn't work out,it won't be down 2 lack of effort or honesty  🤩🐺🤝🔝",☘☘
3617,14999,351d27b8aa285cb98aca951d9e0b1c42,Hottest mixtape of 2017🔥💿,25,8,Hottest mixtape of 2017,male,positive,happiness,teen,none,False,🔥🎼🏆,Hottest mixtape of 2017 🔥🎼🏆,male,positive,happiness,teen,none,🔥🎼🏆,Hottest mixtape of 2017 🔥🎼🏆,🔥💿
3618,2147,faea7c6ed4b76d341ef9676338d05237,bad luck mate! You played great tennis today against Murray 👍🏻. Look forward to seeing you next year!! 👏🏻,105,8,bad luck mate! You played great tennis today against Murray . Look forward to seeing you next year!! ,male,positive,happiness,adult,none,False,😞🎾🔜,bad luck mate! You played great tennis today against Murray . Look forward to seeing you next year!!  😞🎾🔜,male,neutral,sadness,adult,none,😞🎾🔜,bad luck mate! You played great tennis today against Murray . Look forward to seeing you next year!!  😞🎾🔜,👍🏻👏🏻
3619,2647,a4c9b056d5223eab9b1e34bb1aeb128b,"Brand new video up on the channel !!! ""OnePlus 3T Nougat Update, Podcast, iPad Air 2"" - Check it out !!! 💥📱☺",108,8,"Brand new video up on the channel !!! ""OnePlus 3T Nougat Update, Podcast, iPad Air 2"" - Check it out !!! ",male,positive,happiness,teen,none,True,📹🔄📱,"Brand new video up on the channel !!! ""OnePlus 3T Nougat Update, Podcast, iPad Air 2"" - Check it out !!!  📹🔄📱",male,positive,happiness,teen,none,📹🔄📱,"Brand new video up on the channel !!! ""OnePlus 3T Nougat Update, Podcast, iPad Air 2"" - Check it out !!!  📹🔄📱",💥📱☺
3620,9789,17869472c3c23b1bddb60c4b11a9aa79,ha ha class 😂. Perfect bring him along next week when your back from holiday mate 👍🏻,84,8,ha ha class . Perfect bring him along next week when your back from holiday mate ,male,positive,happiness,teen,none,False,"😃👨‍👦🏖️ (Smiling face, Person, Man with beach hat, and Sun with face)","ha ha class . Perfect bring him along next week when your back from holiday mate  😃👨‍👦🏖️ (Smiling face, Person, Man with beach hat, and Sun with face)",male,positive,happiness,adult,none,😃👨👦🏖,ha ha class . Perfect bring him along next week when your back from holiday mate  😃👨👦🏖,😂👍🏻
3621,8602,4a683f19dc049469e67e51b4a7b0ce4f,"😏 Good work guys, it's amazing. 👍",33,8," Good work guys, it's amazing. ",male,positive,happiness,teen,favor,False,"🤩💡🚀 (Awe, lightbulb, rocket)"," Good work guys, it's amazing.  🤩💡🚀 (Awe, lightbulb, rocket)",female,positive,happiness,teen,favor,🤩💡🚀," Good work guys, it's amazing.  🤩💡🚀",😏👍
3622,17336,78022c8e3adff40dc78c77eed7c01eec,Told you the Americans are confused between Australia and Austria! 😁,68,8,Told you the Americans are confused between Australia and Austria! ,male,positive,happiness,teen,none,False,🇦🇺🤯🇦🇹,Told you the Americans are confused between Australia and Austria!  🇦🇺🤯🇦🇹,female,neutral,surprise,teen,none,🇦🇺🤯🇦🇹,Told you the Americans are confused between Australia and Austria!  🇦🇺🤯🇦🇹,😁
3623,5605,6872deedb59a66969ff4613616452545,Randomly go onto  's account and balloons appear - Happy Birthday dude! 🎂,73,3,Randomly go onto  's account and balloons appear - Happy Birthday dude! ,male,positive,happiness,teen,none,False,"🎂🎈🎁 (Cake, Balloons, Gift)","Randomly go onto  's account and balloons appear - Happy Birthday dude!  🎂🎈🎁 (Cake, Balloons, Gift)",male,positive,happiness,teen,none,🎂🎈🎁,Randomly go onto  's account and balloons appear - Happy Birthday dude!  🎂🎈🎁,🎂
3624,3966,b6771ca58603c36cb1d040b58b3446d4,"yeah, I think Data isn't included in plans there, so it's all oldschool texting 🤓",81,8,"yeah, I think Data isn't included in plans there, so it's all oldschool texting ",male,neutral,sadness,adult,none,True,😕📱📝,"yeah, I think Data isn't included in plans there, so it's all oldschool texting  😕📱📝",female,negative,sadness,adult,none,😕📱📝,"yeah, I think Data isn't included in plans there, so it's all oldschool texting  😕📱📝",🤓
3625,8629,b8cc8da578fda290f0be726ac8c484a9,"And so Rangers can wait...they know it's too late, to get 10 in a row....🎵🎵

The league slides away

Don't look back in Anger, Paul McStay",138,8,"And so Rangers can wait...they know it's too late, to get 10 in a row....

The league slides away

Don't look back in Anger, Paul McStay",male,negative,sadness,adult,none,False,"🏆🔔💔 (Trophy, Bell, Broken Heart)","And so Rangers can wait...they know it's too late, to get 10 in a row....

The league slides away

Don't look back in Anger, Paul McStay 🏆🔔💔 (Trophy, Bell, Broken Heart)",male,negative,sadness,adult,against,🏆🔔💔,"And so Rangers can wait...they know it's too late, to get 10 in a row....

The league slides away

Don't look back in Anger, Paul McStay 🏆🔔💔",🎵🎵
3626,13090,f5f1a89fabca2a822b54c32865b9c662,Shorty got locked up again 😕 free her.,38,8,Shorty got locked up again  free her.,male,negative,sadness,teen,favor,True,"🔒🙁💔 (Locked, sad face, broken heart)","Shorty got locked up again  free her. 🔒🙁💔 (Locked, sad face, broken heart)",female,negative,sadness,teen,favor,🔒🙁💔,Shorty got locked up again  free her. 🔒🙁💔,😕
3627,19706,4a34942b786a74cd837449d399023ec0,Whoa! Call it a career and stick around homie. You did your fam and everyone else proud.  🙌🏽,92,8,Whoa! Call it a career and stick around homie. You did your fam and everyone else proud.  ,male,positive,happiness,teen,favor,False,😮🏆🤝,Whoa! Call it a career and stick around homie. You did your fam and everyone else proud.   😮🏆🤝,male,positive,happiness,teen,none,😮🏆🤝,Whoa! Call it a career and stick around homie. You did your fam and everyone else proud.   😮🏆🤝,🙌🏽
3628,8488,88b516f14f520d7b5ce55286b89231c8,Yessss mate 🙌🏼,14,8,Yessss mate ,male,positive,happiness,teen,none,False,🤘😃💃,Yessss mate  🤘😃💃,male,positive,happiness,teen,none,🤘😃💃,Yessss mate  🤘😃💃,🙌🏼
3629,7132,3dea744aef12e2a843eae2430cc62ebc,Thank god it's Friday 🙌😎😎,25,4,Thank god it's Friday ,male,positive,happiness,teen,none,True,🎉💃🍻,Thank god it's Friday  🎉💃🍻,female,positive,happiness,teen,none,🎉💃🍻,Thank god it's Friday  🎉💃🍻,🙌😎😎
3630,9786,17869472c3c23b1bddb60c4b11a9aa79,happy birthday wee fella have a ball in Blackpool 👌🏻,52,3,happy birthday wee fella have a ball in Blackpool ,male,positive,happiness,teen,none,False,🎂🎡🎉,happy birthday wee fella have a ball in Blackpool  🎂🎡🎉,female,positive,happiness,child,none,🎂🎡🎉,happy birthday wee fella have a ball in Blackpool  🎂🎡🎉,👌🏻
3631,15979,92bbe25a78da3ee350a77791e072959a,⚡ The White House is officially empty on Inauguration Eve,57,8, The White House is officially empty on Inauguration Eve,male,neutral,surprise,adult,none,False,"🏚️🚪🌕 (Empty house, open door, crescent moon - symbolizing the change of power and the new beginning under the moonlight)"," The White House is officially empty on Inauguration Eve 🏚️🚪🌕 (Empty house, open door, crescent moon - symbolizing the change of power and the new beginning under the moonlight)",female,neutral,sadness,adult,none,🏚🚪🌕, The White House is officially empty on Inauguration Eve 🏚🚪🌕,⚡
3632,314,8e338ec788f8759efe052636cda35942,"Name the school, 🔔 🔚",20,8,"Name the school,  ",male,neutral,surprise,teen,none,False,"🏫🎓🎯 (School, Graduation, Target)","Name the school,   🏫🎓🎯 (School, Graduation, Target)",female,neutral,happiness,child,none,🏫🎓🎯,"Name the school,   🏫🎓🎯",🔔🔚
3633,14496,76d7e01ee7c3f7821b49c165c0d61bb2,Fuck knows how I ended up in cav last night but that'll no be happening again 😂😂😂,81,8,Fuck knows how I ended up in cav last night but that'll no be happening again ,male,neutral,happiness,teen,none,False,"🤯🙅‍♂️🚫 (Shocked face, person shaking head, prohibition sign)","Fuck knows how I ended up in cav last night but that'll no be happening again  🤯🙅‍♂️🚫 (Shocked face, person shaking head, prohibition sign)",male,negative,surprise,teen,none,🤯🙅♂🚫,Fuck knows how I ended up in cav last night but that'll no be happening again  🤯🙅♂🚫,😂😂😂
3634,17110,fcb0a321d13124fe6177332fef254ccb,I read about this idea about 10 years ago. Back then it was to be all RFID chips instead of barcodes though. No kids though 😜,125,8,I read about this idea about 10 years ago. Back then it was to be all RFID chips instead of barcodes though. No kids though ,male,neutral,happiness,adult,none,False,"📚🕒🔐 (Book, clock, key)","I read about this idea about 10 years ago. Back then it was to be all RFID chips instead of barcodes though. No kids though  📚🕒🔐 (Book, clock, key)",female,neutral,sadness,adult,none,📚🕒🔐,I read about this idea about 10 years ago. Back then it was to be all RFID chips instead of barcodes though. No kids though  📚🕒🔐,😜
3635,12128,2f6ddc257bccd02cf4098dc73df1827,Nice one broo 👍,15,8,Nice one broo ,male,positive,happiness,teen,favor,True,"🤘🏼💃🏼🎉 (Thumbs up, dancing woman, party popper)","Nice one broo  🤘🏼💃🏼🎉 (Thumbs up, dancing woman, party popper)",male,positive,happiness,teen,none,🤘🏼💃🏼🎉,Nice one broo  🤘🏼💃🏼🎉,👍
3636,4324,1449bf215c056e0c2d74f6f7f4b1d9f0,👇 Read this thread.  #FreedomOfSpeech,37,8, Read this thread.  #FreedomOfSpeech,male,neutral,surprise,adult,none,False,"📝🗣️🔗 (Read, Speak, Link)"," Read this thread.  #FreedomOfSpeech 📝🗣️🔗 (Read, Speak, Link)",female,neutral,happiness,teen,none,📝🗣🔗, Read this thread.  #FreedomOfSpeech 📝🗣🔗,👇
3637,4719,92fd3af0fc8b1978115bbda324353913,Top up while you can 💪,22,8,Top up while you can ,male,positive,happiness,teen,none,False,"💧💼🔵 (Water Drop, Wallet, Blue Circle)","Top up while you can  💧💼🔵 (Water Drop, Wallet, Blue Circle)",female,neutral,happiness,teen,none,💧💼🔵,Top up while you can  💧💼🔵,💪
3638,3986,22f527af5bdb880197e3403b375ecbca,"I haven't seen any of the #BestPicture noms, but I'd like to see Hacksaw or High Water take it. That means they'll lose. 😂",122,8,"I haven't seen any of the #BestPicture noms, but I'd like to see Hacksaw or High Water take it. That means they'll lose. ",male,neutral,happiness,adult,none,False,"🙁💔🏆 (Sad face, broken heart, trophy)","I haven't seen any of the #BestPicture noms, but I'd like to see Hacksaw or High Water take it. That means they'll lose.  🙁💔🏆 (Sad face, broken heart, trophy)",female,negative,sadness,adult,none,🙁💔🏆,"I haven't seen any of the #BestPicture noms, but I'd like to see Hacksaw or High Water take it. That means they'll lose.  🙁💔🏆",😂
3639,6124,e3f9ae4abc8b89c28ba9691748cf0370,ЧНГ to all my people 🍻,22,8,ЧНГ to all my people ,male,positive,happiness,teen,none,False,🤗💛🤝,ЧНГ to all my people  🤗💛🤝,female,positive,happiness,teen,none,🤗💛🤝,ЧНГ to all my people  🤗💛🤝,🍻
3640,8607,4a683f19dc049469e67e51b4a7b0ce4f,That would get my vote. 👍,25,8,That would get my vote. ,male,positive,happiness,adult,favor,True,"🗳️🏆😃 (Vote, Trophy, Smile)","That would get my vote.  🗳️🏆😃 (Vote, Trophy, Smile)",female,positive,happiness,teen,favor,🗳🏆😃,That would get my vote.  🗳🏆😃,👍
3641,9412,d5b9f61f12e744835b327460e5e9da86,We Stand With Israel❗️🚂💨🇺🇸✝🔯🇮🇱❤️,32,8,We Stand With Israel,male,positive,happiness,adult,favor,False,🇮🇱💛🤝,We Stand With Israel 🇮🇱💛🤝,male,positive,happiness,adult,favor,🇮🇱💛🤝,We Stand With Israel 🇮🇱💛🤝,❗🚂💨🇺🇸✝🔯🇮🇱❤
3642,2405,2dc7ce1421ad85172e718e668f7c1b53,"Good win today from the Hibees, worth freezing for. Struggling with the jet lag now 😴😴😴",87,8,"Good win today from the Hibees, worth freezing for. Struggling with the jet lag now ",male,neutral,sadness,adult,none,True,"🏆🥶🛌 (Trophy, Freezing face, Bed)","Good win today from the Hibees, worth freezing for. Struggling with the jet lag now  🏆🥶🛌 (Trophy, Freezing face, Bed)",male,positive,happiness,adult,none,🏆🥶🛌,"Good win today from the Hibees, worth freezing for. Struggling with the jet lag now  🏆🥶🛌",😴😴😴
3643,513,60bae69f758208ad1b8fac0887f970c1,For the most part  😅 we did model most assets before to have time to iterate on gameplay during the jam,103,8,For the most part   we did model most assets before to have time to iterate on gameplay during the jam,male,neutral,happiness,adult,none,True,"💻🔄🕒 (Computer, Recycle, Clock)","For the most part   we did model most assets before to have time to iterate on gameplay during the jam 💻🔄🕒 (Computer, Recycle, Clock)",male,neutral,happiness,adult,none,💻🔄🕒,For the most part   we did model most assets before to have time to iterate on gameplay during the jam 💻🔄🕒,😅
3644,1045,134b59cc1b46626c0cc6465f9317c999,Just think 13 weeks of school left 🤘🤘🤘,38,8,Just think 13 weeks of school left ,male,positive,happiness,teen,none,False,"🌟📚🏆 (Star for the remaining weeks, book for school, trophy for accomplishment)","Just think 13 weeks of school left  🌟📚🏆 (Star for the remaining weeks, book for school, trophy for accomplishment)",female,positive,happiness,teen,none,🌟📚🏆,Just think 13 weeks of school left  🌟📚🏆,🤘🤘🤘
3645,3158,116651423c0b022c08ba581620bd0fc0,and #puresteel 🤠,16,8,and #puresteel ,male,neutral,happiness,teen,none,True,🏋️‍♂️💧🔨,and #puresteel  🏋️‍♂️💧🔨,male,neutral,happiness,teen,none,🏋♂💧🔨,and #puresteel  🏋♂💧🔨,🤠
3646,7518,c6e2b74c7af162dc0d72a2080cb79a02,how was ADTR 🤘🏻,15,8,how was ADTR ,male,positive,happiness,teen,none,False,"🤘💥🎉

These emojis represent the energy, excitement, and intensity often associated with a concert or performance by a band like All Time Low (ADTR). The fist bump (🤘) symbolizes the connection between the band and the audience, the explosion (💥) suggests the high-energy performance, and the party popper (🎉) indicates the overall fun and joy of the event.","how was ADTR  🤘💥🎉

These emojis represent the energy, excitement, and intensity often associated with a concert or performance by a band like All Time Low (ADTR). The fist bump (🤘) symbolizes the connection between the band and the audience, the explosion (💥) suggests the high-energy performance, and the party popper (🎉) indicates the overall fun and joy of the event.",female,positive,happiness,teen,favor,🤘💥🎉🤘💥🎉,how was ADTR  🤘💥🎉🤘💥🎉,🤘🏻
3647,7852,4e06bfa67f4bd8fc9b27dcd5e8f44c4c,"Waiting for my wife in this grey day and rainy as well.  Oh, I can't forget I'm listening  🤘🏻",93,8,"Waiting for my wife in this grey day and rainy as well.  Oh, I can't forget I'm listening  ",male,neutral,sadness,adult,none,False,👩‍💫🌧️🎧,"Waiting for my wife in this grey day and rainy as well.  Oh, I can't forget I'm listening   👩‍💫🌧️🎧",male,neutral,sadness,adult,none,👩💫🌧🎧,"Waiting for my wife in this grey day and rainy as well.  Oh, I can't forget I'm listening   👩💫🌧🎧",🤘🏻
3648,4752,a9ccc746754618ea5c5a3b162dac91b6,"......indeed a festive looking crew in Westbank! As to the Broncos, I'm more of a steelers fan myself 😉",103,8,"......indeed a festive looking crew in Westbank! As to the Broncos, I'm more of a steelers fan myself ",male,neutral,happiness,adult,none,True,"🎊💛🎉 (Festive crew, Westbank, neutral sentiment) 🐻💙🏈 (Steelers fan, personal preference) 🏆🔵😜 (Broncos, humorously acknowledging the team)","......indeed a festive looking crew in Westbank! As to the Broncos, I'm more of a steelers fan myself  🎊💛🎉 (Festive crew, Westbank, neutral sentiment) 🐻💙🏈 (Steelers fan, personal preference) 🏆🔵😜 (Broncos, humorously acknowledging the team)",female,neutral,happiness,adult,none,🎊💛🎉🐻💙🏈🏆🔵😜,"......indeed a festive looking crew in Westbank! As to the Broncos, I'm more of a steelers fan myself  🎊💛🎉🐻💙🏈🏆🔵😜",😉
3649,7261,23f7018e4342fddc2f0f48cb2215886d,What. A. Game. Congratulations #Ireland 🍀 NZLvIRE Plenty of ramifications out of this for the .,95,8,What. A. Game. Congratulations #Ireland  NZLvIRE Plenty of ramifications out of this for the .,male,positive,happiness,adult,favor,False,"🏆🇮🇪🎉🤯 (Winning trophy for Ireland, Irish flag, shocked face)","What. A. Game. Congratulations #Ireland  NZLvIRE Plenty of ramifications out of this for the . 🏆🇮🇪🎉🤯 (Winning trophy for Ireland, Irish flag, shocked face)",male,positive,happiness,teen,favor,🏆🇮🇪🎉🤯,What. A. Game. Congratulations #Ireland  NZLvIRE Plenty of ramifications out of this for the . 🏆🇮🇪🎉🤯,🍀
3650,14938,152b8d8fb3dee72a27fd60ab37c012c3,She legit asked multiple questions about the last innings AND came out of IKEA without spending a cent #PerfectWife 😜,117,8,She legit asked multiple questions about the last innings AND came out of IKEA without spending a cent #PerfectWife ,male,positive,happiness,adult,favor,True,"🤨🏏🛍️💰 (Question marks for the questions, baseball for the last innings, shopping bag with no money symbol for IKEA without spending)","She legit asked multiple questions about the last innings AND came out of IKEA without spending a cent #PerfectWife  🤨🏏🛍️💰 (Question marks for the questions, baseball for the last innings, shopping bag with no money symbol for IKEA without spending)",female,positive,surprise,adult,none,🤨🏏🛍💰,She legit asked multiple questions about the last innings AND came out of IKEA without spending a cent #PerfectWife  🤨🏏🛍💰,😜
3651,15793,409c68497036304da210330d318d6ede,Thank you Veterans (and team behind  🇺🇸   …,43,4,Thank you Veterans (and team behind     …,male,positive,happiness,adult,favor,True,💙🏆🤝,Thank you Veterans (and team behind     … 💙🏆🤝,female,positive,happiness,teen,favor,💙🏆🤝,Thank you Veterans (and team behind     … 💙🏆🤝,🇺🇸
3652,6347,c998bd54aa4034f9c1162a97e9c78351,I'm planning to start with Atari and work my way to SNES 💁🏼‍♂️,62,8,I'm planning to start with Atari and work my way to SNES ,male,positive,happiness,teen,none,False,"🕹️🔄🕹️ (Game controller, arrow rotating anticlockwise, game controller)","I'm planning to start with Atari and work my way to SNES  🕹️🔄🕹️ (Game controller, arrow rotating anticlockwise, game controller)",male,positive,happiness,teen,none,🕹🔄🕹,I'm planning to start with Atari and work my way to SNES  🕹🔄🕹,💁🏼♂
3653,4960,f59b25b8588acb257dbcce29312384e8,Me Sean Ross and gilly were just the definition of disasters last night 😂😂😂,75,8,Me Sean Ross and gilly were just the definition of disasters last night ,male,neutral,happiness,teen,none,False,"💣😱💔 (Explosion, Fearful Face, Broken Heart)","Me Sean Ross and gilly were just the definition of disasters last night  💣😱💔 (Explosion, Fearful Face, Broken Heart)",female,negative,sadness,teen,none,💣😱💔,Me Sean Ross and gilly were just the definition of disasters last night  💣😱💔,😂😂😂
